product_url,item_type,image_link,product_name,auction_date,location,lot_id,auctioner,website,description
https://yoderandfrey.com/en/equipment-search/product?itemId=600041019,steel,https://images.euroauctionslive.com/NoImage.jpg,2015 John Deere 750K,02 Nov 2022,Kissimmee FL,600041019,Selling in Yoder & Frey,yoderandfrey,"2015 John Deere 750K Crawler Dozer c/w Cab, A/C, 34"" Steel Tracks, 13' Blade - 1T0750KXCFF284692"
https://yoderandfrey.com/en/equipment-search/product?itemId=600041882,steel,https://images.euroauctionslive.com/NoImage.jpg,2005 Caterpillar 330DL,02 Nov 2022,Kissimmee FL,600041882,Selling in Yoder & Frey,yoderandfrey,"2005 Caterpillar 330DL Hydraulic Excavator c/w Cab, 32"" Steel Tracks, Aux Hydraulics, 54"" Bucket, CAT 6 Cylinder Diesel Engine - CAT033009MWP00808"
https://yoderandfrey.com/en/equipment-search/product?itemId=600042748,steel,https://images.euroauctionslive.com/NoImage.jpg,2011 Caterpillar 320D,02 Nov 2022,Kissimmee FL,600042748,Selling in Yoder & Frey,yoderandfrey,"2011 Caterpillar 320D Hydraulic Excavator c/w Cab, A/C, 24"" Steel Tracks, Aux Hydraulics, 40"" Bucket, CAT C6.4 6 Cylinder Diesel Engine - CAT0320DVBWZ05073"
https://yoderandfrey.com/en/equipment-search/product?itemId=600041903,steel,https://images.euroauctionslive.com/NoImage.jpg,2016 Hitachi ZX210LC-6,02 Nov 2022,Kissimmee FL,600041903,Selling in Yoder & Frey,yoderandfrey,"2016 Hitachi ZX210LC-6 Hydraulic Excavator c/w Cab, Rear View Camera, 32"" Steel Tracks, Aux Hydraulics, Hydraulic Thumb, 40"" Bucket, Isuzu 4 Cylinder Diesel Engine - 1FFDC571KFF340031"
https://yoderandfrey.com/en/equipment-search/product?itemId=540007750,steel,https://images.euroauctionslive.com//Piosys//Auction-0704/Thumb/540007750.JPG?v=46578940,Unused Steelman 10ft Work Bench c/w 30 Drawer,02 Nov 2022,Kissimmee FL,540007750,Selling in Yoder & Frey,yoderandfrey,Unused Steelman 10ft Work Bench c/w 30 Drawer - 16051-047
https://yoderandfrey.com/en/equipment-search/product?itemId=540007752,steel,https://images.euroauctionslive.com//Piosys//Auction-0704/Thumb/540007752.JPG?v=46578949,Unused Steelman 6 ft Work Bench c/w 10 Drawer,02 Nov 2022,Kissimmee FL,540007752,Selling in Yoder & Frey,yoderandfrey,Unused Steelman 6 ft Work Bench c/w 10 Drawer - 16051-049
https://yoderandfrey.com/en/equipment-search/product?itemId=540008133,steel,https://images.euroauctionslive.com/NoImage.jpg,Unused Steelman 10ft Work Bench c/w 18 Drawers,02 Nov 2022,Kissimmee FL,540008133,Selling in Yoder & Frey,yoderandfrey,Unused Steelman 10ft Work Bench c/w 18 Drawers - 16051-109
https://yoderandfrey.com/en/equipment-search/product?itemId=540008134,steel,https://images.euroauctionslive.com/NoImage.jpg,Unused Steelman 10ft Work Bench c/w 18 Drawers,02 Nov 2022,Kissimmee FL,540008134,Selling in Yoder & Frey,yoderandfrey,Unused Steelman 10ft Work Bench c/w 18 Drawers - 16051-110
https://yoderandfrey.com/en/equipment-search/product?itemId=540008135,steel,https://images.euroauctionslive.com/NoImage.jpg,Unused Steelman 7ft work Bench c/w 18 Drawers,02 Nov 2022,Kissimmee FL,540008135,Selling in Yoder & Frey,yoderandfrey,Unused Steelman 7ft work Bench c/w 18 Drawers - 16051-111
https://yoderandfrey.com/en/equipment-search/product?itemId=540008137,steel,https://images.euroauctionslive.com/NoImage.jpg,Unused Steelman 7ft work Bench c/w 20 Drawers,02 Nov 2022,Kissimmee FL,540008137,Selling in Yoder & Frey,yoderandfrey,Unused Steelman 7ft work Bench c/w 20 Drawers - 16051-113
https://yoderandfrey.com/en/equipment-search/product?itemId=540008138,steel,https://images.euroauctionslive.com/NoImage.jpg,Unused Steelman 7ft work Bench c/w 10 Drawers,02 Nov 2022,Kissimmee FL,540008138,Selling in Yoder & Frey,yoderandfrey,Unused Steelman 7ft work Bench c/w 10 Drawers - 16051-115
https://yoderandfrey.com/en/equipment-search/product?itemId=540008322,steel,https://images.euroauctionslive.com//Piosys//Auction-0704/Thumb/540008322.JPG?v=46612900,Unused Stainless Steel Roll Around Tool Box,02 Nov 2022,Kissimmee FL,540008322,Selling in Yoder & Frey,yoderandfrey,Unused Stainless Steel Roll Around Tool Box - 547812831
https://yoderandfrey.com/en/equipment-search/product?itemId=540008323,steel,https://images.euroauctionslive.com//Piosys//Auction-0704/Thumb/540008323.JPG?v=46612906,Unused Stainless Steel Roll Around Tool Box,02 Nov 2022,Kissimmee FL,540008323,Selling in Yoder & Frey,yoderandfrey,Unused Stainless Steel Roll Around Tool Box - 547812832
https://yoderandfrey.com/en/equipment-search/product?itemId=540008329,steel,https://images.euroauctionslive.com//Piosys//Auction-0704/Thumb/540008329.JPG?v=46590042,Unused Welding/Cutting Kit Heavy Duty W/ Stainless Steel Kit,02 Nov 2022,Kissimmee FL,540008329,Selling in Yoder & Frey,yoderandfrey,Unused Welding/Cutting Kit Heavy Duty W/ Stainless Steel Kit - 547812835
https://yoderandfrey.com/en/equipment-search/product?itemId=540008395,steel,https://images.euroauctionslive.com//Piosys//Auction-0704/Thumb/540008395.JPG?v=46657151,Unused 4 PC Steel Pipe Wrench (ATE-34030),02 Nov 2022,Kissimmee FL,540008395,Selling in Yoder & Frey,yoderandfrey,Unused 4 PC Steel Pipe Wrench (ATE-34030) - 547812881
https://yoderandfrey.com/en/equipment-search/product?itemId=540008396,steel,https://images.euroauctionslive.com//Piosys//Auction-0704/Thumb/540008396.JPG?v=46657165,Unused 4 PC Steel Pipe Wrench (ATE-34030),02 Nov 2022,Kissimmee FL,540008396,Selling in Yoder & Frey,yoderandfrey,Unused 4 PC Steel Pipe Wrench (ATE-34030) - 547812882
https://yoderandfrey.com/en/equipment-search/product?itemId=540008398,steel,https://images.euroauctionslive.com//Piosys//Auction-0704/Thumb/540008398.JPG?v=46657183,"Unused 5"" Multi Purpose Real Steel Vise",02 Nov 2022,Kissimmee FL,540008398,Selling in Yoder & Frey,yoderandfrey,"Unused 5"" Multi Purpose Real Steel Vise - 547812884"
https://yoderandfrey.com/en/equipment-search/product?itemId=600042181,plate,https://images.euroauctionslive.com/NoImage.jpg,Unused 2022 Landhonor HL-VPC-0072W,02 Nov 2022,Kissimmee FL,600042181,Selling in Yoder & Frey,yoderandfrey,Unused 2022 Landhonor HL-VPC-0072W Vibratory Plate Compactor - 10419-11-25
https://yoderandfrey.com/en/equipment-search/product?itemId=600042182,plate,https://images.euroauctionslive.com/NoImage.jpg,Unused 2022 Landhonor HL-VPC-0072W,02 Nov 2022,Kissimmee FL,600042182,Selling in Yoder & Frey,yoderandfrey,Unused 2022 Landhonor HL-VPC-0072W Vibratory Plate Compactor - 10419-11-26
https://yoderandfrey.com/en/equipment-search/product?itemId=600042170,plate,https://images.euroauctionslive.com/NoImage.jpg,Unused 2022 Landhonor HL-UHA-3000LB,02 Nov 2022,Kissimmee FL,600042170,Selling in Yoder & Frey,yoderandfrey,Unused 2022 Landhonor HL-UHA-3000LB Utility Receiver Adapter Plate to Suit Skidsteer - 10419-11-13
https://yoderandfrey.com/en/equipment-search/product?itemId=600042171,plate,https://images.euroauctionslive.com/NoImage.jpg,Unused 2022 Landhonor HL-UHA-3000LB,02 Nov 2022,Kissimmee FL,600042171,Selling in Yoder & Frey,yoderandfrey,Unused 2022 Landhonor HL-UHA-3000LB Utility Receiver Adapter Plate to Suit Skidsteer - 10419-11-14
https://yoderandfrey.com/en/equipment-search/product?itemId=600042172,plate,https://images.euroauctionslive.com/NoImage.jpg,Unused 2022 Landhonor HL-UAP-0025T,02 Nov 2022,Kissimmee FL,600042172,Selling in Yoder & Frey,yoderandfrey,Unused 2022 Landhonor HL-UAP-0025T Universal Adapter Plate to Suit Skidsteer - 10419-11-15
https://yoderandfrey.com/en/equipment-search/product?itemId=600042173,plate,https://images.euroauctionslive.com/NoImage.jpg,Unused 2022 Landhonor HL-UAP-0025T,02 Nov 2022,Kissimmee FL,600042173,Selling in Yoder & Frey,yoderandfrey,Unused 2022 Landhonor HL-UAP-0025T Universal Adapter Plate to Suit Skidsteer - 10419-11-16
https://yoderandfrey.com/en/equipment-search/product?itemId=540007670,plate,https://images.euroauctionslive.com//Piosys//Auction-0704/Thumb/540007670.JPG?v=46578801,Unused Mower King SSMP,02 Nov 2022,Kissimmee FL,540007670,Selling in Yoder & Frey,yoderandfrey,Unused Mower King SSMP Mounting Plate to suit Skidsteer - SSMP22041905-60
https://yoderandfrey.com/en/equipment-search/product?itemId=540007671,plate,https://images.euroauctionslive.com//Piosys//Auction-0704/Thumb/540007671.JPG?v=46578810,Unused Mower King SSMP,02 Nov 2022,Kissimmee FL,540007671,Selling in Yoder & Frey,yoderandfrey,Unused Mower King SSMP Mounting Plate to suit Skidsteer - SSMP22041909-61
https://yoderandfrey.com/en/equipment-search/product?itemId=540007672,plate,https://images.euroauctionslive.com//Piosys//Auction-0704/Thumb/540007672.JPG?v=46578819,Unused Mower King SSMP,02 Nov 2022,Kissimmee FL,540007672,Selling in Yoder & Frey,yoderandfrey,Unused Mower King SSMP Mounting Plate to suit Skidsteer - SSMP22041903-62
https://yoderandfrey.com/en/equipment-search/product?itemId=540007673,plate,https://images.euroauctionslive.com//Piosys//Auction-0704/Thumb/540007673.JPG?v=46578827,Unused Mower King SSMP,02 Nov 2022,Kissimmee FL,540007673,Selling in Yoder & Frey,yoderandfrey,Unused Mower King SSMP Mounting Plate to suit Skidsteer - SSMP22041904-63
